InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,OriginalDescription,TotalPrice,Year,Month,MonthYear,YearQuarter,Time,Hour,Minute,Weekday,TimeOfDay,MissingCustomerID,MissingDescription,IsValidSale,IsValidReturn
C569410,46000S,POLYESTER FILLER PAD 40x40cm,-8,2011-10-04 09:48:00,1.45,13364,United Kingdom,POLYESTER FILLER PAD 40x40cm,-11.6,2011,10,2011-10,2011Q4,09:48:00,9,48,Tuesday,Morning,False,False,False,True
C569410,23574,PACKING CHARGE,-1,2011-10-04 09:48:00,7.5,13364,United Kingdom,PACKING CHARGE,-7.5,2011,10,2011-10,2011Q4,09:48:00,9,48,Tuesday,Morning,False,False,False,True
C569410,23396,LE JARDIN BOTANIQUE CUSHION COVER,-4,2011-10-04 09:48:00,3.75,13364,United Kingdom,LE JARDIN BOTANIQUE CUSHION COVER,-15.0,2011,10,2011-10,2011Q4,09:48:00,9,48,Tuesday,Morning,False,False,False,True
C569410,23393,HOME SWEET HOME CUSHION COVER ,-4,2011-10-04 09:48:00,3.75,13364,United Kingdom,HOME SWEET HOME CUSHION COVER ,-15.0,2011,10,2011-10,2011Q4,09:48:00,9,48,Tuesday,Morning,False,False,False,True
C569410,23034,DRAWER KNOB CERAMIC BLACK,-6,2011-10-04 09:48:00,1.45,13364,United Kingdom,DRAWER KNOB CERAMIC BLACK,-8.7,2011,10,2011-10,2011Q4,09:48:00,9,48,Tuesday,Morning,False,False,False,True
C569410,23032,DRAWER KNOB CRACKLE GLAZE IVORY,-6,2011-10-04 09:48:00,1.65,13364,United Kingdom,DRAWER KNOB CRACKLE GLAZE IVORY,-9.899999999999999,2011,10,2011-10,2011Q4,09:48:00,9,48,Tuesday,Morning,False,False,False,True
C569410,23029,DRAWER KNOB CRACKLE GLAZE GREEN,-6,2011-10-04 09:48:00,1.65,13364,United Kingdom,DRAWER KNOB CRACKLE GLAZE GREEN,-9.899999999999999,2011,10,2011-10,2011Q4,09:48:00,9,48,Tuesday,Morning,False,False,False,True
C569410,23026,DRAWER KNOB VINTAGE GLASS STAR,-12,2011-10-04 09:48:00,2.08,13364,United Kingdom,DRAWER KNOB VINTAGE GLASS STAR,-24.96,2011,10,2011-10,2011Q4,09:48:00,9,48,Tuesday,Morning,False,False,False,True
C569410,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,-12,2011-10-04 09:48:00,1.25,13364,United Kingdom,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,-15.0,2011,10,2011-10,2011Q4,09:48:00,9,48,Tuesday,Morning,False,False,False,True
C569410,21669,BLUE STRIPE CERAMIC DRAWER KNOB,-12,2011-10-04 09:48:00,1.45,13364,United Kingdom,BLUE STRIPE CERAMIC DRAWER KNOB,-17.4,2011,10,2011-10,2011Q4,09:48:00,9,48,Tuesday,Morning,False,False,False,True
C569421,22592,CARDHOLDER HOLLY WREATH METAL,-1,2011-10-04 10:37:00,3.75,15339,United Kingdom,CARDHOLDER HOLLY WREATH METAL,-3.75,2011,10,2011-10,2011Q4,10:37:00,10,37,Tuesday,Morning,False,False,False,True
C569421,22423,REGENCY CAKESTAND 3 TIER,-1,2011-10-04 10:37:00,12.75,15339,United Kingdom,REGENCY CAKESTAND 3 TIER,-12.75,2011,10,2011-10,2011Q4,10:37:00,10,37,Tuesday,Morning,False,False,False,True
C569422,20979,36 PENCILS TUBE RED RETROSPOT,-16,2011-10-04 10:38:00,1.25,12546,Spain,36 PENCILS TUBE RED RETROSPOT,-20.0,2011,10,2011-10,2011Q4,10:38:00,10,38,Tuesday,Morning,False,False,False,True
C569456,22768,FAMILY PHOTO FRAME CORNICE,-2,2011-10-04 11:22:00,9.95,17675,United Kingdom,FAMILY PHOTO FRAME CORNICE,-19.9,2011,10,2011-10,2011Q4,11:22:00,11,22,Tuesday,Morning,False,False,False,True
C569456,22767,TRIPLE PHOTO FRAME CORNICE ,-2,2011-10-04 11:22:00,9.95,17675,United Kingdom,TRIPLE PHOTO FRAME CORNICE ,-19.9,2011,10,2011-10,2011Q4,11:22:00,11,22,Tuesday,Morning,False,False,False,True
C569485,23236,STORAGE TIN VINTAGE DOILY ,-1,2011-10-04 12:47:00,2.89,12705,Germany,STORAGE TIN VINTAGE DOILY ,-2.89,2011,10,2011-10,2011Q4,12:47:00,12,47,Tuesday,Morning,False,False,False,True
C569485,23241,TREASURE TIN GYMKHANA DESIGN,-2,2011-10-04 12:47:00,2.08,12705,Germany,TREASURE TIN GYMKHANA DESIGN,-4.16,2011,10,2011-10,2011Q4,12:47:00,12,47,Tuesday,Morning,False,False,False,True
C569490,15056N,EDWARDIAN PARASOL NATURAL,-33,2011-10-04 13:15:00,5.95,12457,Cyprus,EDWARDIAN PARASOL NATURAL,-196.35,2011,10,2011-10,2011Q4,13:15:00,13,15,Tuesday,Afternoon,False,False,False,True
C569495,21843,RED RETROSPOT CAKE STAND,-1,2011-10-04 13:43:00,10.95,,Hong Kong,RED RETROSPOT CAKE STAND,-10.95,2011,10,2011-10,2011Q4,13:43:00,13,43,Tuesday,Afternoon,True,False,False,True
C569525,22488,NATURAL SLATE RECTANGLE CHALKBOARD,-4,2011-10-04 14:48:00,1.65,16474,United Kingdom,NATURAL SLATE RECTANGLE CHALKBOARD,-6.6,2011,10,2011-10,2011Q4,14:48:00,14,48,Tuesday,Afternoon,False,False,False,True
C569525,22457,NATURAL SLATE HEART CHALKBOARD ,-1,2011-10-04 14:48:00,2.95,16474,United Kingdom,NATURAL SLATE HEART CHALKBOARD ,-2.95,2011,10,2011-10,2011Q4,14:48:00,14,48,Tuesday,Afternoon,False,False,False,True
C569526,22796,PHOTO FRAME 3 CLASSIC HANGING,-1,2011-10-04 14:51:00,9.95,15044,United Kingdom,PHOTO FRAME 3 CLASSIC HANGING,-9.95,2011,10,2011-10,2011Q4,14:51:00,14,51,Tuesday,Afternoon,False,False,False,True
C569547,23112,PARISIENNE CURIO CABINET,-1,2011-10-04 17:22:00,7.5,14834,United Kingdom,PARISIENNE CURIO CABINET,-7.5,2011,10,2011-10,2011Q4,17:22:00,17,22,Tuesday,Afternoon,False,False,False,True
C569548,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-10-04 17:31:00,2.95,18053,United Kingdom,WHITE HANGING HEART T-LIGHT HOLDER,-2.95,2011,10,2011-10,2011Q4,17:31:00,17,31,Tuesday,Afternoon,False,False,False,True
C569549,20726,LUNCH BAG WOODLAND,-10,2011-10-04 17:32:00,1.65,15955,United Kingdom,LUNCH BAG WOODLAND,-16.5,2011,10,2011-10,2011Q4,17:32:00,17,32,Tuesday,Afternoon,False,False,False,True
C569552,15034,PAPER POCKET TRAVELING FAN ,-1200,2011-10-04 17:44:00,0.07,14533,United Kingdom,PAPER POCKET TRAVELING FAN ,-84.00000000000001,2011,10,2011-10,2011Q4,17:44:00,17,44,Tuesday,Afternoon,False,False,False,True
C569553,23131,MISTLETOE HEART WREATH CREAM,-1,2011-10-04 17:48:00,4.15,16362,United Kingdom,MISTLETOE HEART WREATH CREAM,-4.15,2011,10,2011-10,2011Q4,17:48:00,17,48,Tuesday,Afternoon,False,False,False,True
C569553,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,-3,2011-10-04 17:48:00,1.25,16362,United Kingdom,ANTIQUE SILVER TEA GLASS ENGRAVED,-3.75,2011,10,2011-10,2011Q4,17:48:00,17,48,Tuesday,Afternoon,False,False,False,True
C569554,22197,POPCORN HOLDER,-3,2011-10-04 17:51:00,0.85,16401,United Kingdom,POPCORN HOLDER,-2.55,2011,10,2011-10,2011Q4,17:51:00,17,51,Tuesday,Afternoon,False,False,False,True
C569554,20727,LUNCH BAG  BLACK SKULL.,-2,2011-10-04 17:51:00,1.65,16401,United Kingdom,LUNCH BAG  BLACK SKULL.,-3.3,2011,10,2011-10,2011Q4,17:51:00,17,51,Tuesday,Afternoon,False,False,False,True
C569636,22996,TRAVEL CARD WALLET VINTAGE TICKET,-4,2011-10-05 12:14:00,0.42,12841,United Kingdom,TRAVEL CARD WALLET VINTAGE TICKET,-1.68,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,22998,TRAVEL CARD WALLET KEEP CALM,-2,2011-10-05 12:14:00,0.42,12841,United Kingdom,TRAVEL CARD WALLET KEEP CALM,-0.84,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,22997,TRAVEL CARD WALLET UNION JACK,-2,2011-10-05 12:14:00,0.42,12841,United Kingdom,TRAVEL CARD WALLET UNION JACK,-0.84,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,22994,TRAVEL CARD WALLET RETROSPOT,-1,2011-10-05 12:14:00,0.42,12841,United Kingdom,TRAVEL CARD WALLET RETROSPOT,-0.42,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,23002,TRAVEL CARD WALLET SKULLS,-5,2011-10-05 12:14:00,0.42,12841,United Kingdom,TRAVEL CARD WALLET SKULLS,-2.1,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,-1,2011-10-05 12:14:00,2.1,12841,United Kingdom,3 PIECE SPACEBOY COOKIE CUTTER SET,-2.1,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,23295,SET OF 12 MINI LOAF BAKING CASES,-1,2011-10-05 12:14:00,0.83,12841,United Kingdom,SET OF 12 MINI LOAF BAKING CASES,-0.83,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,47566B,TEA TIME PARTY BUNTING,-3,2011-10-05 12:14:00,4.95,12841,United Kingdom,TEA TIME PARTY BUNTING,-14.850000000000001,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,47566,PARTY BUNTING,-11,2011-10-05 12:14:00,4.95,12841,United Kingdom,PARTY BUNTING,-54.45,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,23004,TRAVEL CARD WALLET PANTRY,-2,2011-10-05 12:14:00,0.42,12841,United Kingdom,TRAVEL CARD WALLET PANTRY,-0.84,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,23298,SPOTTY BUNTING,-1,2011-10-05 12:14:00,4.95,12841,United Kingdom,SPOTTY BUNTING,-4.95,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,23297,SET 40 HEART SHAPE PETIT FOUR CASES,-4,2011-10-05 12:14:00,1.65,12841,United Kingdom,SET 40 HEART SHAPE PETIT FOUR CASES,-6.6,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,22993,SET OF 4 PANTRY JELLY MOULDS,-2,2011-10-05 12:14:00,1.25,12841,United Kingdom,SET OF 4 PANTRY JELLY MOULDS,-2.5,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,23299,FOOD COVER WITH BEADS SET 2 ,-2,2011-10-05 12:14:00,3.75,12841,United Kingdom,FOOD COVER WITH BEADS SET 2 ,-7.5,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,-22,2011-10-05 12:14:00,0.55,12841,United Kingdom,SET OF 60 PANTRY DESIGN CAKE CASES ,-12.100000000000001,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,22960,JAM MAKING SET WITH JARS,-2,2011-10-05 12:14:00,4.25,12841,United Kingdom,JAM MAKING SET WITH JARS,-8.5,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-6,2011-10-05 12:14:00,2.95,12841,United Kingdom,PAPER CHAIN KIT VINTAGE CHRISTMAS,-17.700000000000003,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,22694,WICKER STAR ,-2,2011-10-05 12:14:00,2.1,12841,United Kingdom,WICKER STAR ,-4.2,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569636,22470,HEART OF WICKER LARGE,-1,2011-10-05 12:14:00,2.95,12841,United Kingdom,HEART OF WICKER LARGE,-2.95,2011,10,2011-10,2011Q4,12:14:00,12,14,Wednesday,Morning,False,False,False,True
C569644,23112,PARISIENNE CURIO CABINET,-1,2011-10-05 12:31:00,7.5,14534,United Kingdom,PARISIENNE CURIO CABINET,-7.5,2011,10,2011-10,2011Q4,12:31:00,12,31,Wednesday,Morning,False,False,False,True
C569655,22990,COTTON APRON PANTRY DESIGN,-2,2011-10-05 12:58:00,4.95,14534,United Kingdom,COTTON APRON PANTRY DESIGN,-9.9,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,47566,PARTY BUNTING,-1,2011-10-05 12:58:00,4.95,14534,United Kingdom,PARTY BUNTING,-4.95,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,21395,BLUE POLKADOT BEAKER ,-6,2011-10-05 12:58:00,0.39,14534,United Kingdom,BLUE POLKADOT BEAKER ,-2.34,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,21394,RED POLKADOT BEAKER ,-6,2011-10-05 12:58:00,0.39,14534,United Kingdom,RED POLKADOT BEAKER ,-2.34,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-10-05 12:58:00,3.75,14534,United Kingdom,ALARM CLOCK BAKELIKE PINK,-3.75,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22730,ALARM CLOCK BAKELIKE IVORY,-1,2011-10-05 12:58:00,3.75,14534,United Kingdom,ALARM CLOCK BAKELIKE IVORY,-3.75,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22727,ALARM CLOCK BAKELIKE RED ,-2,2011-10-05 12:58:00,3.75,14534,United Kingdom,ALARM CLOCK BAKELIKE RED ,-7.5,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22729,ALARM CLOCK BAKELIKE ORANGE,-2,2011-10-05 12:58:00,3.75,14534,United Kingdom,ALARM CLOCK BAKELIKE ORANGE,-7.5,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,20728,LUNCH BAG CARS BLUE,-1,2011-10-05 12:58:00,1.65,14534,United Kingdom,LUNCH BAG CARS BLUE,-1.65,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-1,2011-10-05 12:58:00,1.45,14534,United Kingdom,SET OF 3 BUTTERFLY COOKIE CUTTERS,-1.45,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,23188,VINTAGE  2 METER FOLDING RULER,-1,2011-10-05 12:58:00,1.65,14534,United Kingdom,VINTAGE  2 METRE FOLDING RULER,-1.65,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22961,JAM MAKING SET PRINTED,-1,2011-10-05 12:58:00,1.45,14534,United Kingdom,JAM MAKING SET PRINTED,-1.45,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,23309,SET OF 60 I LOVE LONDON CAKE CASES ,-1,2011-10-05 12:58:00,0.55,14534,United Kingdom,SET OF 60 I LOVE LONDON CAKE CASES ,-0.55,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22911,PAPER CHAIN KIT LONDON,-3,2011-10-05 12:58:00,2.95,14534,United Kingdom,PAPER CHAIN KIT LONDON,-8.850000000000001,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,23207,LUNCH BAG ALPHABET DESIGN,-2,2011-10-05 12:58:00,1.65,14534,United Kingdom,LUNCH BAG ALPHABET DESIGN,-3.3,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22383,LUNCH BAG SUKI DESIGN ,-2,2011-10-05 12:58:00,1.65,14534,United Kingdom,LUNCH BAG SUKI DESIGN ,-3.3,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22477,WATERING CAN GARDEN MARKER,-1,2011-10-05 12:58:00,1.25,14534,United Kingdom,WATERING CAN GARDEN MARKER,-1.25,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,23302,KNEELING MAT HOUSEWORK  DESIGN,-1,2011-10-05 12:58:00,1.65,14534,United Kingdom,KNEELING MAT HOUSEWORK  DESIGN,-1.65,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,23300,GARDENERS KNEELING PAD CUP OF TEA ,-2,2011-10-05 12:58:00,1.65,14534,United Kingdom,GARDENERS KNEELING PAD CUP OF TEA ,-3.3,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,23301,GARDENERS KNEELING PAD KEEP CALM ,-1,2011-10-05 12:58:00,1.65,14534,United Kingdom,GARDENERS KNEELING PAD KEEP CALM ,-1.65,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22963,JAM JAR WITH GREEN LID,-12,2011-10-05 12:58:00,0.85,14534,United Kingdom,JAM JAR WITH GREEN LID,-10.2,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22993,SET OF 4 PANTRY JELLY MOULDS,-3,2011-10-05 12:58:00,1.25,14534,United Kingdom,SET OF 4 PANTRY JELLY MOULDS,-3.75,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22962,JAM JAR WITH PINK LID,-12,2011-10-05 12:58:00,0.85,14534,United Kingdom,JAM JAR WITH PINK LID,-10.2,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22659,LUNCH BOX I LOVE LONDON,-2,2011-10-05 12:58:00,1.95,14534,United Kingdom,LUNCH BOX I LOVE LONDON,-3.9,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,-1,2011-10-05 12:58:00,2.1,14534,United Kingdom,3 PIECE SPACEBOY COOKIE CUTTER SET,-2.1,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22382,LUNCH BAG SPACEBOY DESIGN ,-7,2011-10-05 12:58:00,1.65,14534,United Kingdom,LUNCH BAG SPACEBOY DESIGN ,-11.549999999999999,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22961,JAM MAKING SET PRINTED,-2,2011-10-05 12:58:00,1.45,14534,United Kingdom,JAM MAKING SET PRINTED,-2.9,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22966,GINGERBREAD MAN COOKIE CUTTER,-2,2011-10-05 12:58:00,1.25,14534,United Kingdom,GINGERBREAD MAN COOKIE CUTTER,-2.5,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22991,GIRAFFE WOODEN RULER,-2,2011-10-05 12:58:00,1.95,14534,United Kingdom,GIRAFFE WOODEN RULER,-3.9,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569655,22992,REVOLVER WOODEN RULER ,-3,2011-10-05 12:58:00,1.95,14534,United Kingdom,REVOLVER WOODEN RULER ,-5.85,2011,10,2011-10,2011Q4,12:58:00,12,58,Wednesday,Morning,False,False,False,True
C569663,21925,UNION STRIPE CUSHION COVER ,-2,2011-10-05 13:29:00,1.25,17841,United Kingdom,UNION STRIPE CUSHION COVER ,-2.5,2011,10,2011-10,2011Q4,13:29:00,13,29,Wednesday,Afternoon,False,False,False,True
C569663,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,-1,2011-10-05 13:29:00,1.69,17841,United Kingdom,MINI WOODEN HAPPY BIRTHDAY GARLAND,-1.69,2011,10,2011-10,2011Q4,13:29:00,13,29,Wednesday,Afternoon,False,False,False,True
C569663,21670,BLUE SPOT CERAMIC DRAWER KNOB,-1,2011-10-05 13:29:00,1.45,17841,United Kingdom,BLUE SPOT CERAMIC DRAWER KNOB,-1.45,2011,10,2011-10,2011Q4,13:29:00,13,29,Wednesday,Afternoon,False,False,False,True
C569682,23239,SET OF 4 KNICK KNACK TINS POPPIES,-6,2011-10-05 14:33:00,4.15,15351,United Kingdom,SET OF 4 KNICK KNACK TINS POPPIES,-24.900000000000002,2011,10,2011-10,2011Q4,14:33:00,14,33,Wednesday,Afternoon,False,False,False,True
C569682,11001,ASSTD DESIGN RACING CAR PEN,-2,2011-10-05 14:33:00,1.69,15351,United Kingdom,ASSTD DESIGN RACING CAR PEN,-3.38,2011,10,2011-10,2011Q4,14:33:00,14,33,Wednesday,Afternoon,False,False,False,True
C569682,23397,FOOT STOOL HOME SWEET HOME ,-1,2011-10-05 14:33:00,9.95,15351,United Kingdom,FOOT STOOL HOME SWEET HOME ,-9.95,2011,10,2011-10,2011Q4,14:33:00,14,33,Wednesday,Afternoon,False,False,False,True
C569682,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,-1,2011-10-05 14:33:00,12.75,15351,United Kingdom,SET OF 16 VINTAGE PISTACHIO CUTLERY,-12.75,2011,10,2011-10,2011Q4,14:33:00,14,33,Wednesday,Afternoon,False,False,False,True
C569733,78033,FLAG OF ST GEORGE CHAIR,-2,2011-10-06 09:57:00,5.95,12500,Germany,FLAG OF ST GEORGE CHAIR,-11.9,2011,10,2011-10,2011Q4,09:57:00,9,57,Thursday,Morning,False,False,False,True
C569743,20713,JUMBO BAG OWLS,-30,2011-10-06 10:57:00,2.08,15769,United Kingdom,JUMBO BAG OWLS,-62.400000000000006,2011,10,2011-10,2011Q4,10:57:00,10,57,Thursday,Morning,False,False,False,True
C569743,23199,JUMBO BAG APPLES,-120,2011-10-06 10:57:00,1.79,15769,United Kingdom,JUMBO BAG APPLES,-214.8,2011,10,2011-10,2011Q4,10:57:00,10,57,Thursday,Morning,False,False,False,True
C569743,23200,JUMBO BAG PEARS,-120,2011-10-06 10:57:00,1.79,15769,United Kingdom,JUMBO BAG PEARS,-214.8,2011,10,2011-10,2011Q4,10:57:00,10,57,Thursday,Morning,False,False,False,True
C569743,22389,PAPERWEIGHT SAVE THE PLANET,-100,2011-10-06 10:57:00,2.1,15769,United Kingdom,PAPERWEIGHT SAVE THE PLANET,-210.0,2011,10,2011-10,2011Q4,10:57:00,10,57,Thursday,Morning,False,False,False,True
C569743,85099B,JUMBO BAG RED RETROSPOT,-140,2011-10-06 10:57:00,1.79,15769,United Kingdom,JUMBO BAG RED RETROSPOT,-250.6,2011,10,2011-10,2011Q4,10:57:00,10,57,Thursday,Morning,False,False,False,True
C569743,85099F,JUMBO BAG STRAWBERRY,-120,2011-10-06 10:57:00,1.79,15769,United Kingdom,JUMBO BAG STRAWBERRY,-214.8,2011,10,2011-10,2011Q4,10:57:00,10,57,Thursday,Morning,False,False,False,True
C569743,23202,JUMBO BAG VINTAGE LEAF,-110,2011-10-06 10:57:00,1.79,15769,United Kingdom,JUMBO BAG VINTAGE LEAF,-196.9,2011,10,2011-10,2011Q4,10:57:00,10,57,Thursday,Morning,False,False,False,True
C569743,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-130,2011-10-06 10:57:00,1.79,15769,United Kingdom,JUMBO  BAG BAROQUE BLACK WHITE,-232.70000000000002,2011,10,2011-10,2011Q4,10:57:00,10,57,Thursday,Morning,False,False,False,True
C569743,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,-100,2011-10-06 10:57:00,1.79,15769,United Kingdom,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,-179.0,2011,10,2011-10,2011Q4,10:57:00,10,57,Thursday,Morning,False,False,False,True
C569743,23201,JUMBO BAG ALPHABET,-110,2011-10-06 10:57:00,1.79,15769,United Kingdom,JUMBO BAG ALPHABET,-196.9,2011,10,2011-10,2011Q4,10:57:00,10,57,Thursday,Morning,False,False,False,True
C569743,21929,JUMBO BAG PINK VINTAGE PAISLEY,-100,2011-10-06 10:57:00,1.79,15769,United Kingdom,JUMBO BAG PINK VINTAGE PAISLEY,-179.0,2011,10,2011-10,2011Q4,10:57:00,10,57,Thursday,Morning,False,False,False,True
C569743,23343,JUMBO BAG VINTAGE CHRISTMAS ,-40,2011-10-06 10:57:00,2.08,15769,United Kingdom,JUMBO BAG VINTAGE CHRISTMAS ,-83.2,2011,10,2011-10,2011Q4,10:57:00,10,57,Thursday,Morning,False,False,False,True
C569743,23344,JUMBO BAG 50'S CHRISTMAS ,-30,2011-10-06 10:57:00,2.08,15769,United Kingdom,JUMBO BAG 50'S CHRISTMAS ,-62.400000000000006,2011,10,2011-10,2011Q4,10:57:00,10,57,Thursday,Morning,False,False,False,True
C569743,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,-130,2011-10-06 10:57:00,1.79,15769,United Kingdom,JUMBO SHOPPER VINTAGE RED PAISLEY,-232.70000000000002,2011,10,2011-10,2011Q4,10:57:00,10,57,Thursday,Morning,False,False,False,True
C569743,23203,JUMBO BAG VINTAGE DOILY ,-220,2011-10-06 10:57:00,1.79,15769,United Kingdom,JUMBO BAG VINTAGE DOILY ,-393.8,2011,10,2011-10,2011Q4,10:57:00,10,57,Thursday,Morning,False,False,False,True
C569786,22794,SWEETHEART WIRE MAGAZINE RACK,-1,2011-10-06 11:40:00,7.95,17813,United Kingdom,SWEETHEART WIRE MAGAZINE RACK,-7.95,2011,10,2011-10,2011Q4,11:40:00,11,40,Thursday,Morning,False,False,False,True
C569851,21537,RED RETROSPOT PUDDING BOWL,-1,2011-10-06 14:02:00,3.75,17511,United Kingdom,RED RETROSPOT PUDDING BOWL,-3.75,2011,10,2011-10,2011Q4,14:02:00,14,2,Thursday,Afternoon,False,False,False,True
C569851,22197,POPCORN HOLDER,-1,2011-10-06 14:02:00,0.72,17511,United Kingdom,POPCORN HOLDER,-0.72,2011,10,2011-10,2011Q4,14:02:00,14,2,Thursday,Afternoon,False,False,False,True
C569851,22384,LUNCH BAG PINK POLKADOT,-1,2011-10-06 14:02:00,1.45,17511,United Kingdom,LUNCH BAG PINK POLKADOT,-1.45,2011,10,2011-10,2011Q4,14:02:00,14,2,Thursday,Afternoon,False,False,False,True
C569851,20725,LUNCH BAG RED RETROSPOT,-1,2011-10-06 14:02:00,1.45,17511,United Kingdom,LUNCH BAG RED RETROSPOT,-1.45,2011,10,2011-10,2011Q4,14:02:00,14,2,Thursday,Afternoon,False,False,False,True
C569851,23209,LUNCH BAG VINTAGE DOILY ,-1,2011-10-06 14:02:00,1.45,17511,United Kingdom,LUNCH BAG VINTAGE DOILY ,-1.45,2011,10,2011-10,2011Q4,14:02:00,14,2,Thursday,Afternoon,False,False,False,True
